f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f101,f102,f103,f104,iscase
-377.8414612,-772.0581055,85.64272308,-514.3520508,148.8059082,-72.29162598,58.3637085,78.03012085,96.87312317,-24.21847916,25.41990852,28.33423996,50.08522797,-59.02425003,29.73372078,3.385657072,52.01612854,-46.27588654,26.7469101,-0.649840832,51.02742767,-52.57360077,27.3758812,4.038087845,37.2851181,3.385657072,18.65210724,-3.783490896,27.15972137,-63.64856339,24.36946869,-10.62650681,15.53380299,-40.81222153,14.52044582,-17.25457001,33.49043274,-24.66727829,13.61514664,4.735772133,13.89498138,-59.74067688,14.43276978,-13.07389164,22.35808563,3.385657072,10.8010664,0.588774979,17.58520508,-30.5332222,9.775621414,-5.543317795,0.089050245,0.067324684,1,0.000394174,0.294792145,0.140224636,1,0.000683924,0.321739614,0.198686823,1,3.385657072,0.283171326,0.234932289,1,0.000307245,0.258278787,0.135552794,1,0.00023948,0.220177859,0.094409779,1,0.001874431,0.214259684,0.133909345,1,0.030813586,0.33481279,0.438864797,1,3.385657072,0.277501464,0.832425177,1,0.035425972,0.305072695,1,0.000618852,0.266305268,0.142229661,0
-367.503418,-749.09375,103.8252869,-525.6160278,162.7851563,-86.55706787,66.19421387,68.65287781,78.8640976,-20.9741478,20.61483192,21.58902931,54.42793274,-73.85641479,32.60577011,5.765758514,61.59770203,-26.04428673,20.05508804,16.95808601,58.64900208,-28.23868942,21.97981262,12.05340958,26.20636749,5.765758514,19.72906685,-2.584451675,22.98085594,-54.64208221,20.53601456,-8.431434631,18.11224556,-54.82324219,18.72594833,-14.71609783,20.19923019,-27.0602684,13.58390999,-3.888419151,14.46976089,-53.44851303,14.06206799,-10.54172421,25.34062576,5.765758514,10.70314217,3.37044692,13.42524815,-22.46623611,9.717329025,-4.899646759,0.124211678,0.080903983,1,0.000249347,0.371629596,0.209499881,1,0.000404772,0.340982735,0.205828756,1,5.765758514,0.294013262,0.208462626,0.99348861,0.000410763,0.27166912,0.14876008,1,0.00040411,0.272874892,0.149325565,1,0.00243213,0.288060337,0.203747049,1,0.099309541,0.301304132,0.446594626,1,5.765758514,0.277801931,0.852782249,1,0.048265915,0.218716279,1,0.000383076,0.337397069,0.1919595,0
-326.5226135,-730.5339355,94.63085938,-507.4352112,155.5516663,-74.49946594,66.22521973,62.10391998,66.4196167,-18.66903305,17.98034286,21.12298203,51.96942139,-55.93517303,29.0832386,6.442638874,55.02320099,-37.38660049,21.56923103,12.77476788,44.9665451,-33.09482956,21.57892799,12.5556469,26.5947876,6.442638874,17.49698448,0.803582966,20.09081268,-61.264534,20.78526688,-8.071768761,17.94578934,-37.68104172,13.46406841,-11.85772991,31.400177,-39.96075439,17.65789604,0.083137393,15.84266663,-51.7647171,13.05437469,-13.84241581,18.63761139,6.442638874,8.909430504,3.112027168,13.19084358,-23.17553902,8.874322891,-3.726891279,0.144445201,0.105760712,1,8.93E-05,0.287356406,0.18517518,1,0.000337813,0.283370376,0.20299983,0.976596832,6.442638874,0.253386736,0.175381392,0.967198789,0.00031138,0.244070798,0.141378105,1,0.001253644,0.273778409,0.185278192,1,0.011714258,0.320681334,0.345341355,1,0.02907511,0.355430663,0.682240367,1,6.442638874,0.299512863,0.458263755,1,0.000934727,0.259446204,1,0.000390205,0.394127071,0.261896908,0
-324.6766357,-744.093811,116.1864166,-515.4420166,157.1949158,-65.09492493,55.00183868,74.49926758,63.24767685,-31.31700134,21.82069588,17.02633476,50.95892334,-49.15019226,26.4101181,8.975441933,49.33464432,-30.63053513,21.85125542,8.70105648,54.94764709,-29.30644417,19.97123146,13.24317837,25.14491653,8.975441933,19.39668083,-5.64768219,28.59567261,-61.69434738,23.29027176,-8.106728554,19.23194504,-47.1301918,16.01338959,-13.04579067,16.74376297,-25.13665009,12.41087151,-2.295953274,16.03381157,-55.2676239,14.31757164,-7.621397495,24.12430954,8.975441933,11.58055115,2.713017702,15.03153801,-29.89375305,11.84410763,-7.601057053,0.124449346,0.081037454,0.997360468,0.000368832,0.282873124,0.173664838,1,0.000572287,0.342740148,0.270209759,1,8.975441933,0.297805011,0.199565709,1,0.000368505,0.282321721,0.161804423,1,0.003152844,0.310881644,0.242061272,1,0.03003134,0.317549437,0.382821709,1,0.081913285,0.345027685,0.713297188,1,8.975441933,0.275463581,0.423367947,1,0.000650304,0.313827306,1,0.000232053,0.35691908,0.195470154,0
-313.0549622,-767.0186768,90.72732544,-484.4211121,151.7900085,-66.79953003,58.6178894,75.96376801,63.82876587,-36.59007263,23.28726006,4.88894558,60.60139465,-61.76477051,30.7772522,-1.896606445,46.10860443,-34.44484711,20.84626389,5.445697308,50.77989197,-29.03288269,19.85255623,10.45184231,24.42108917,-1.896606445,18.81469727,-10.2500124,25.41756439,-55.37554169,20.54321098,-2.866760254,26.34690857,-40.18852997,16.12363434,-11.86999702,25.51869202,-26.02544022,11.82777691,-1.008808613,14.05646992,-56.74880219,14.66709423,-7.419994831,32.34880447,-1.896606445,10.66693592,5.053476334,11.20572376,-25.61026382,9.741230011,-6.154718399,0.111937149,0.092086227,1,0.000330307,0.302712828,0.228811637,1,0.002075965,0.315768391,0.322525322,0.99550271,-1.896606445,0.279863715,0.204866081,1,0.000365194,0.281919569,0.183950111,1,0.000726129,0.261298656,0.192205712,1,0.011460317,0.226106524,0.320555687,1,0.04455683,0.317276597,0.779939473,1,-1.896606445,0.281539083,0.49064815,1,0.0030437,0.299184173,1,0.00046481,0.362367213,0.250473917,0
-362.7046509,-758.3413086,65.60875702,-510.4587402,158.992218,-70.88861084,66.29013062,85.56929016,68.80830383,-14.86093426,21.66099739,26.09541893,55.87885284,-66.48860168,31.31895828,4.605811596,43.31228638,-60.56769562,31.67333412,-5.416351795,47.96763611,-34.91936874,24.32185936,1.594799995,23.1847229,4.605811596,17.74147224,-3.915872812,36.30192566,-57.96047211,23.67601395,-2.07152009,6.974824905,-37.71435928,10.15989876,-14.91082001,34.18971252,-28.91809082,13.74952888,2.122529984,15.88234329,-55.26425934,12.70865726,-6.703435898,28.65869904,4.605811596,11.65964603,5.181336403,18.48957443,-24.45249557,9.522442818,-5.410322189,0.120198148,0.083275205,1,0.001009561,0.362602204,0.344257057,1,0.000766086,0.353520811,0.480287373,1,4.605811596,0.283159792,0.209777474,1,0.00050935,0.238625184,0.139431506,1,0.001420863,0.264558315,0.198818237,1,0.027323171,0.317358583,0.484770238,1,0.113207147,0.329495937,0.64170903,1,4.605811596,0.272802293,0.271028608,1,0.000809319,0.21238701,1,0.000682453,0.252126336,0.145947859,0
-356.3400879,-736.6848145,79.78453064,-482.5632019,148.9815063,-65.82899475,56.22063065,71.03089142,53.05776215,-38.77343369,24.63191414,2.105608463,50.2238884,-57.95990753,31.11878395,1.339307666,59.47948837,-30.17131042,20.08739853,12.43883228,46.9015274,-25.31699371,17.95298576,11.12282467,21.34719849,1.339307666,17.61001968,-16.238657,21.81224442,-62.63367462,22.37296104,-7.729466438,28.44457626,-50.69713974,15.94371223,-14.66808128,27.02268791,-27.94086456,11.32483959,2.354865789,28.2375412,-47.95059967,16.09996033,-8.256962776,20.84554291,1.339307666,10.61425304,-1.27953887,19.77696991,-24.67221069,9.517242432,-1.061390638,0.123533413,0.091303343,1,0.000117161,0.31151101,0.168990597,1,0.001117129,0.283864051,0.225688547,1,1.339307666,0.246725142,0.217961788,1,5.60E-05,0.252272576,0.146830738,1,0.000481642,0.325484037,0.179675579,1,0.003955641,0.290634662,0.236521482,1,0.045549221,0.328638464,0.554396451,1,1.339307666,0.36037159,0.677877724,1,0.006936988,0.255910546,0.730558276,0.000242904,0.209758237,0.135837436,0
-356.0106812,-739.8366089,82.12328339,-504.625061,146.5720215,-82.28340149,57.5586586,67.83227539,64.52684784,-20.02918243,17.25739861,15.81166744,62.50555801,-58.42430878,33.62794113,15.84721851,50.5876236,-35.09265137,20.60326004,9.912101746,55.61483002,-27.11994553,22.17811775,6.188548088,30.24990845,15.84721851,19.32936668,-11.18572044,19.36938667,-66.34498596,22.67379379,-8.532403946,24.99687767,-40.1633606,17.45942879,-13.7741003,34.8514061,-31.26899147,14.42955875,0.451988608,15.41535187,-58.423172,13.62676144,-15.62375069,25.53074265,15.84721851,9.842183113,1.083924532,16.92015457,-26.92313385,11.62686157,-6.288209915,0.120631971,0.080192269,1,0.000284194,0.337383747,0.207895175,1,0.000360763,0.372941554,0.253776222,1,15.84721851,0.302318037,0.20189172,0.986868918,0.000243668,0.253352553,0.134348631,0.993612349,0.000496658,0.236459434,0.122168034,1,0.003485264,0.240145147,0.217236757,1,0.039520975,0.344965756,0.505946696,1,15.84721851,0.360137254,0.683867693,1,0.002266393,0.29534924,1,0.000103583,0.336992294,0.20398207,0
-359.0903015,-748.4542236,81.62928009,-497.9247131,158.6693726,-77.22067261,61.35641098,82.55652618,54.40379333,-48.66844177,23.28839874,3.135342121,57.30464935,-69.51583862,33.1617775,-0.530632496,58.4094696,-35.86580658,21.08029747,11.24610519,45.83366013,-30.67769623,19.64417076,9.070466995,24.99891853,-0.530632496,18.00712585,-11.55378151,21.92909813,-51.44200134,19.13826942,-1.903102875,32.89984894,-43.41075897,15.60996056,-9.303222656,18.74211693,-19.97415733,10.68460274,2.064907789,22.01042557,-45.76066589,17.05725861,-6.459246159,22.76081085,-0.530632496,8.500268936,5.397881985,14.84660721,-23.28712082,9.813094139,-6.690504074,0.072896017,0.071059629,1,0.003375198,0.337920368,0.287571967,1,0.001749964,0.328911215,0.343549281,1,-0.530632496,0.255102783,0.1688703,0.977597356,0.00075586,0.278032482,0.162776008,1,0.0088189,0.28423503,0.229755953,1,0.080783978,0.319551349,0.55498755,1,0.082767397,0.317693204,0.738531291,1,-0.530632496,0.278672755,0.303203315,1,0.00078787,0.24555625,1,0.001654595,0.27775985,0.168159038,0
-395.7648926,-703.1466675,55.83135605,-495.8631592,150.1791382,-73.09259033,55.78093338,65.98571014,67.76823425,-15.84391022,17.15869331,20.10263252,56.41160583,-52.48271942,29.86633682,13.32187176,41.07782364,-28.35141373,17.86259079,10.31086922,53.58174133,-26.52805328,21.15604782,6.143440247,23.39729118,13.32187176,18.46989059,-10.10549355,20.75789452,-58.29441071,20.93503952,-7.414320469,21.70508003,-41.98466492,15.06569386,-12.79636574,24.25704384,-31.02721977,14.64385509,-2.332016945,17.15522575,-69.59433746,14.41931343,-19.37001419,25.66888809,13.32187176,10.44675636,0.191938207,11.09535503,-33.35665512,10.47066689,-7.623132229,0.108895077,0.081986351,1,0.000212271,0.362136245,0.200867847,1,0.000107245,0.255988568,0.147603288,0.748631358,13.32187176,0.171567291,0.119497724,0.738001406,0.000333768,0.151097298,0.082645752,0.848703206,0.000198339,0.160164595,0.07931561,0.956961334,0.00126744,0.169807866,0.114553422,1,0.024696268,0.282728314,0.387697607,1,13.32187176,0.30548805,0.806933105,1,0.044587273,0.304514468,1,0.000450262,0.354633778,0.205799282,0
-330.14151,-765.6501465,90.58869171,-490.7680969,160.5513458,-69.91481018,62.2508316,81.62783051,50.62627029,-60.83866119,24.1797142,6.5310359,60.62879944,-65.49449158,32.22905731,-4.663227558,43.70840073,-43.61331177,23.60894775,9.448097229,45.63059235,-34.37554932,20.66886902,9.910218239,28.10033035,-4.663227558,20.27879524,-8.311053276,19.90061569,-48.06424713,19.87870979,-7.981532097,18.58085251,-54.559021,15.83045673,-14.22391605,24.4129467,-21.31137466,12.53330326,1.458282232,13.78369141,-56.75054169,13.67136478,-8.106202126,30.81674194,-4.663227558,10.78241444,7.219896793,14.06720352,-23.49934387,10.36539936,-4.425030231,0.12175651,0.087810202,0.985515773,0.000256901,0.278823972,0.191465378,1,0.000389012,0.365576386,0.381823242,0.968435347,-4.663227558,0.292402953,0.304439634,1,0.00032332,0.294176251,0.185041517,1,0.00079811,0.302940041,0.226037264,1,0.016316781,0.264821798,0.266568273,1,0.049884304,0.326186538,0.64064604,1,-4.663227558,0.334449917,0.577549517,1,0.002289108,0.290739685,1,0.000467717,0.336310625,0.206912905,0
-353.4706421,-755.4561157,82.8055954,-495.5126953,155.4291534,-65.13676453,61.77713013,67.94576263,56.66976929,-32.82502747,18.74401665,7.429205418,57.43298721,-64.16409302,34.35627747,10.14034843,52.89841843,-24.10284424,19.73577309,14.54053497,47.43368912,-31.40087128,20.91334534,4.042873859,30.55682373,10.14034843,21.2357769,-7.080286503,20.3362751,-53.89755249,18.1247921,-9.560465813,17.95828438,-40.98413467,13.85511589,-15.30148029,34.15075684,-28.07190323,13.96147156,-0.980867386,13.89090633,-46.68210602,12.08689404,-10.20595074,24.54414749,10.14034843,11.0894146,3.536420345,16.44689178,-27.75523376,9.794324875,-3.684175491,0.138946219,0.101324463,1,0.000466214,0.386771917,0.257099569,1,0.000450388,0.304542929,0.213755846,1,10.14034843,0.263226956,0.203854531,1,0.000350667,0.194325507,0.130248323,0.983553767,0.001272368,0.218400329,0.128699288,1,0.00473457,0.28526938,0.246496841,1,0.029925734,0.354793429,0.427210331,1,10.14034843,0.335730255,0.685060203,1,0.008384563,0.321281672,1,0.000169307,0.320355147,0.217860624,0
-385.9496155,-739.1315918,61.33795166,-527.3247681,158.7429962,-69.46461487,64.85694122,91.45275879,86.92095184,-9.33575058,25.82045937,27.64528084,57.75985718,-51.1789093,30.35339165,14.30604076,40.58185196,-50.33787918,29.1194706,-3.985126734,56.68912125,-40.97055817,28.09174156,1.783380032,26.03757477,14.30604076,16.40696716,-3.657879353,30.97006226,-64.81397247,22.09966469,-8.584918976,13.41733932,-44.61469269,13.08611965,-18.15940475,30.83932495,-21.17388344,10.54733562,-0.602354586,17.17568588,-47.47299957,13.28784943,-6.063004494,34.41852951,14.30604076,9.643608093,6.004431248,16.58268166,-21.32165718,9.335272789,-4.332630634,0.127301944,0.085270579,1,0.002432263,0.364483654,0.329017073,1,0.004402641,0.380578548,0.493882149,1,14.30604076,0.206604406,0.170440838,0.86394918,0.000351601,0.168765262,0.09865243,0.833286226,0.001849417,0.172338739,0.119313203,1,0.032258421,0.301942468,0.414139688,1,0.057998337,0.322574407,0.690213501,1,14.30604076,0.253885418,0.278450608,1,0.00038312,0.191412017,1,0.000796683,0.262746453,0.142307192,0
-343.2195129,-752.8240967,74.11721802,-505.9692993,165.0105286,-74.75849915,59.12706757,87.68667603,68.40358734,-19.4454937,23.17669678,26.21058655,60.50302887,-68.27770233,33.17881012,6.386653423,42.48783112,-53.7328949,26.35681725,-1.40337491,47.87757111,-43.79819489,23.30040169,1.576691866,34.0269928,6.386653423,20.03152084,-4.243872643,37.6292038,-61.36597443,25.34674263,-5.66699934,18.00024414,-42.7113266,13.05323792,-15.85209942,26.71457291,-27.71048355,12.83025074,-1.348211288,18.01660538,-57.76713562,15.73707867,-8.834189415,18.57888031,6.386653423,11.00415516,-1.632259727,25.5345726,-23.63040161,10.01352119,-4.935664654,0.123662917,0.075414197,1,9.81E-05,0.297916263,0.137077168,1,0.000506619,0.293530852,0.180715159,0.895719051,6.386653423,0.260761678,0.225731254,0.77343595,0.000114753,0.193067163,0.113325052,0.697880626,0.000451829,0.1500168,0.085616402,0.766203761,0.005923012,0.161607772,0.13071467,1,0.00344851,0.300469577,0.501719534,1,6.386653423,0.309430569,0.799940705,1,0.022197232,0.243626207,0.960534096,0.00036479,0.254314989,0.138339654,0
-370.3744812,-752.8497925,70.71311951,-508.752533,183.702301,-71.33948517,64.3609848,92.66145325,73.58563232,-32.79398346,24.52457619,21.36931992,56.92855835,-69.60861206,37.7592659,-11.33065987,41.89687347,-35.89409256,22.64264107,-2.037939072,60.82293701,-32.68024826,24.15117073,12.94244099,25.18484116,-11.33065987,15.17658806,-5.112905979,27.61178207,-60.71487427,20.55935097,-8.548873901,25.19826508,-38.83889008,15.25477409,-14.59729576,26.94468307,-27.32717133,12.02587605,-3.928597689,10.96014977,-50.45643234,9.978003502,-9.726791382,26.85667992,-11.33065987,9.430874825,1.975292683,30.915905,-27.26340103,11.7824564,-0.539201438,0.133042168,0.091984239,1,0.000299152,0.261262149,0.20715481,1,0.001299198,0.387063682,0.423082262,1,-11.33065987,0.308647126,0.253639191,1,0.000381774,0.285797894,0.159212306,0.961315334,0.001071124,0.216926277,0.145886362,1,0.009814513,0.286160052,0.32237193,1,0.045194633,0.319031924,0.718471527,1,-11.33065987,0.2960428,0.438608617,1,0.000815335,0.287965238,1,0.000317493,0.282323182,0.168296114,0
-349.755188,-737.5220947,82.41269684,-482.9331665,151.4659576,-74.85527039,59.72458649,61.59939957,59.47727966,-49.26147842,24.67865181,3.569122314,63.53799438,-53.24052811,34.51516342,6.938280582,41.49898148,-35.91369629,21.57067299,3.058773518,58.53665543,-31.7687912,20.2000103,7.569758415,28.30651093,6.938280582,18.34685516,-6.395975113,23.79719925,-65.61128235,20.86024094,-4.43091917,16.80024338,-41.66768646,13.09661674,-14.86292934,28.11365891,-19.36721611,11.16275597,-0.07130523,23.50469208,-51.64408493,14.91631413,-5.617119789,31.25018883,6.938280582,11.77222919,7.70729208,15.15631866,-30.185812,10.63095665,-7.517551422,0.12316093,0.105672648,1,0.00038816,0.287478656,0.174927309,1,0.000350874,0.292541981,0.188052878,1,6.938280582,0.285750687,0.230513141,1,0.000277343,0.340376526,0.261545211,1,0.000488967,0.332371593,0.253729612,1,0.005259033,0.308458745,0.276987821,1,0.007517852,0.322075546,0.39089179,1,6.938280582,0.385865867,0.619541228,1,0.004174707,0.246574745,1,0.000158983,0.287590921,0.194555536,0
-360.5148315,-743.7651367,90.98343658,-499.359375,147.7801208,-79.60722351,64.65809631,68.64558411,65.50099182,-29.18828583,21.70920372,16.11268044,84.50270081,-65.10839081,35.51985931,10.81197739,46.62740326,-49.96514893,23.42727852,11.18425465,53.33062744,-31.01901436,22.94735909,4.705552578,38.74230576,10.81197739,19.23736382,-5.330412388,24.90243149,-60.23644257,20.35287285,-6.548841,18.04685593,-40.8852005,13.54938507,-15.53144264,26.62936401,-23.21509171,11.5464468,-0.787956715,24.01464462,-55.16194916,13.45320988,-10.19946098,27.44270325,10.81197739,12.16770267,2.600089312,15.8592701,-23.18597794,8.961675644,-4.303313255,0.143653717,0.098248421,1,0.00040876,0.293022275,0.177204475,1,0.000887815,0.320095539,0.278840214,1,10.81197739,0.208994672,0.142894045,1,0.000479978,0.245761305,0.134092689,1,0.001627795,0.305532157,0.202090114,1,0.003860548,0.294053912,0.405338615,1,0.036493406,0.337848574,0.751453102,1,10.81197739,0.224062249,0.348059177,1,0.001282005,0.29830265,0.99624753,0.000177431,0.249363154,0.124445274,0
-362.7124023,-757.5203857,90.35298157,-502.2413025,161.5102234,-74.64779663,60.67772675,83.39198303,65.66159821,-34.94518661,21.00390625,16.87955856,77.07478333,-80.2278595,43.89242554,-6.313416958,47.90475464,-28.37748909,19.80924034,10.6127224,44.21794128,-34.81731033,20.56143951,6.507816792,26.96223831,-6.313416958,15.74581242,-6.443844318,27.36063004,-57.19739914,20.61923981,-8.726971626,14.92668152,-45.67224503,13.78151608,-12.90855122,30.14681244,-27.73532486,13.19422245,1.283020377,18.38436127,-45.71995544,11.65398407,-10.66197586,35.36603546,-6.313416958,14.49112129,4.56111145,17.04662132,-25.18558502,9.433489799,-2.198365688,0.106553589,0.085602835,1,0.0002443,0.29336229,0.12968035,1,0.000596977,0.273178101,0.238827348,1,-6.313416958,0.30325067,0.265827984,1,0.000258844,0.248142838,0.146187752,1,0.000417545,0.279482991,0.222049013,1,0.003747969,0.306349486,0.241227925,1,0.023807196,0.316969275,0.634341776,1,-6.313416958,0.302654982,0.723547757,1,0.007477246,0.248120606,0.886424303,0.000433537,0.181134939,0.101802632,0
-365.2651062,-771.8500366,111.2555313,-546.1063843,172.3389587,-58.73677826,65.15517426,77.0011673,63.80750275,-30.36232376,22.07668686,19.35121346,71.5178833,-62.25600052,33.93211746,11.90291786,46.85025787,-41.81185913,24.48126984,10.97299957,56.71526337,-30.61459541,21.49452972,10.72746849,28.78636551,11.90291786,17.57146072,-2.250576258,33.97047043,-61.08607864,22.07959175,-1.819944859,22.59973907,-52.39912415,16.48518372,-9.697519302,23.89590454,-29.65981674,14.33436871,-4.087543488,26.69797516,-46.90882111,14.00584602,-6.197202206,18.53924942,11.90291786,11.12288189,-0.08458364,13.82611656,-23.10216331,10.4576149,-4.315528393,0.126608024,0.084140424,1,0.000416241,0.358555883,0.326655984,0.95121032,0.000557426,0.256431252,0.181419432,0.984315157,11.90291786,0.275746047,0.165324792,1,0.000883246,0.308270246,0.199358031,1,0.01427681,0.334632576,0.384926051,1,0.02696939,0.345133185,0.689811945,1,0.00296236,0.348831177,0.483181536,1,11.90291786,0.290457249,0.236751065,1,0.000364703,0.268631905,1,0.000805809,0.380440086,0.289186984,0
-369.6693115,-770.9737549,106.279274,-536.8651123,170.887146,-84.23214722,72.98321533,66.16602325,61.20982361,-31.16768837,23.14849091,15.12145233,90.46235657,-57.49069595,37.10387802,21.01613235,53.50259399,-29.74808693,22.38008881,16.2234745,58.3365097,-35.39147186,21.41003799,10.5666647,32.86015701,21.01613235,19.83715248,-5.247615337,22.51163292,-68.63192749,21.72328186,-7.348995686,19.11487198,-49.0592041,15.95109558,-10.90273476,26.08716583,-30.92032623,12.71761608,0.742953479,21.09136963,-57.89688873,14.65557384,-6.020402431,36.50392532,21.01613235,12.37916374,2.554221392,8.467467308,-27.58417892,8.646513939,-4.540934563,0.115116018,0.090438179,1,0.00111452,0.388287634,0.333554417,1,0.001125896,0.31896174,0.268448591,1,21.01613235,0.292276323,0.168263033,0.978245556,0.000400112,0.239208519,0.146091446,1,0.005209484,0.292002916,0.251905262,1,0.035475232,0.355329722,0.634728909,1,0.027627317,0.328635931,0.603105724,1,21.01613235,0.296405435,0.278611004,0.964435637,0.000914261,0.229490593,1,0.000588086,0.303488582,0.184748456,0
-326.2607117,-760.9473267,118.1441879,-530.6734619,164.4690094,-67.13355255,60.82314301,74.87147522,72.24640656,-25.99125099,21.44747543,13.08614922,83.29351807,-80.83837128,37.26130676,7.149855614,56.21878433,-33.59210205,23.76708412,16.10038567,59.20920563,-23.36950302,20.88625526,13.58669281,27.14740181,7.149855614,19.47427177,-7.879648685,24.85373688,-55.10530853,20.23039246,-5.972715378,22.59723663,-54.08149719,19.20963097,-14.10356617,37.99544525,-32.72234344,14.17968941,-0.297904342,25.33835983,-52.31675339,14.37882042,-6.495537281,30.54997826,7.149855614,11.98472404,3.511624575,12.26243305,-22.03635406,9.581860542,-4.675867558,0.119997199,0.080716647,1,0.000287663,0.345369577,0.226361468,1,0.000504231,0.311169386,0.220439449,0.968432784,7.149855614,0.258941323,0.198986307,0.973264694,0.000234001,0.289444268,0.201244608,1,0.000683727,0.339226574,0.227606684,1,0.009183758,0.331145763,0.322433531,1,0.028941926,0.355989158,0.554150164,1,7.149855614,0.37410903,0.639021277,1,0.001083779,0.261354089,1,0.000326692,0.287116528,0.179404184,0
-366.8745117,-734.9033203,90.09292603,-516.3461304,151.7572937,-85.82014465,68.79824066,42.84120941,68.94382477,-24.63160706,20.16884422,18.08207893,87.42851257,-68.2165451,31.55286026,20.10576057,44.77192688,-38.12384796,22.02713394,10.87915897,57.51025772,-30.31792068,18.73232079,12.42042732,40.003685,20.10576057,21.11774635,-2.000428438,26.69503403,-64.75436401,19.97873688,-5.022925377,16.68525314,-44.49089432,14.52992058,-13.48647881,31.99972725,-16.7233181,13.72408485,4.326318741,17.90857697,-58.06622314,14.02643967,-11.42137527,25.87304306,20.10576057,13.53194618,0.289752632,13.95350266,-26.60496521,9.55003643,-5.685805321,0.154132758,0.125892557,1,7.21E-05,0.332626581,0.222680941,1,0.000255472,0.306245089,0.203354388,1,20.10576057,0.21854049,0.151895881,0.984007299,0.000168127,0.206609726,0.12009193,0.998461008,0.000312539,0.235991359,0.165505797,1,0.011350012,0.291704744,0.285832405,1,0.044678316,0.378416985,0.682150722,1,20.10576057,0.332266301,0.58253932,1,0.002777473,0.255567491,1,0.000244503,0.376442313,0.267105013,0
-312.8616028,-765.5057373,103.5728455,-520.6769409,159.7798004,-85.39672089,60.90593338,65.5868454,65.93313599,-40.06975555,23.12174225,21.5822525,81.30552673,-55.80234909,36.58203125,21.22735023,58.34011078,-32.23254013,22.42991829,10.36694813,49.21387482,-36.75422287,21.67832184,3.079257011,30.00495911,21.22735023,19.4905777,-2.66019702,34.65893555,-64.41902924,26.40457153,-0.446806341,19.68833923,-43.80437469,15.51544952,-13.39288044,32.70396805,-33.34091187,15.35631466,-5.829859734,15.0055275,-52.67137909,14.00375462,-11.74393845,19.79585075,21.22735023,12.31528091,-2.875002384,25.15037537,-33.81480408,10.40953827,-5.906758785,0.12500634,0.085559476,1,0.000164519,0.3783952,0.219430372,0.985516489,0.000745227,0.230564311,0.147384375,0.915759683,21.22735023,0.21941644,0.136717111,1,0.000247186,0.269764274,0.143832803,1,0.00110101,0.24850814,0.143179417,1,0.006231225,0.307391346,0.26165548,1,0.012785473,0.352326572,0.645846307,1,21.22735023,0.359122008,0.641224086,1,0.002516021,0.278809458,1,0.000269571,0.287730396,0.164876804,0
-358.6290283,-759.546875,92.78069305,-510.2875366,149.7311401,-73.99362183,59.75739288,59.33856964,61.17030334,-34.9557991,20.35963058,9.693110466,80.61521912,-69.61618042,38.71757889,17.62763405,76.5343399,-36.55710602,24.31270409,18.07467079,47.23219299,-30.57141304,21.99410248,5.265349865,28.71870804,17.62763405,20.001194,-6.873102665,19.52052879,-62.89484024,21.60888672,-5.103658676,21.71331978,-46.40484619,16.23441887,-13.70867729,23.32660103,-31.96062851,14.13334465,-4.094454765,18.63615417,-49.50888824,13.87716866,-12.94636154,23.38464737,17.62763405,10.36889553,1.99600184,14.61248207,-25.92136765,8.606856346,-5.347873211,0.139131138,0.101341611,1,0.000300426,0.318785757,0.205489248,1,0.000627094,0.333795398,0.222958565,1,17.62763405,0.290584564,0.221466318,1,0.000281858,0.271340132,0.167018622,1,0.000927281,0.276221931,0.165324599,1,0.002426577,0.279888958,0.235330418,1,0.031038983,0.357946754,0.509734154,1,17.62763405,0.309411466,0.780857801,1,0.006233245,0.22567296,1,0.00024671,0.285508841,0.197973296,0
-394.8374329,-746.8937988,89.98722076,-514.1925659,148.1033936,-64.81974792,53.22929001,72.20141602,62.32326126,-60.47359848,22.97475815,17.94492149,67.00970459,-53.82872009,31.22442818,13.32722664,67.44960022,-21.96766472,20.78695488,17.44029617,50.3117981,-33.99145126,22.57309341,6.170875549,27.15160179,13.32722664,24.45996284,-10.03408813,21.71054459,-58.30977249,20.0175724,-7.100529194,19.51078796,-40.10704041,12.84860229,-11.95876408,24.19485092,-22.04841232,12.14151669,-2.435638189,14.46510506,-60.20282364,14.82029152,-15.30561733,20.51435471,13.32722664,8.663939476,3.465393066,11.11742401,-26.37536049,9.861263275,-4.065645695,0.132293124,0.08646195,1,0.00052534,0.318200618,0.232843369,1,0.000963368,0.312608242,0.270899117,1,13.32722664,0.258830994,0.151272535,1,0.000390295,0.268789113,0.138119295,1,0.002442396,0.275276184,0.179686517,1,0.050886136,0.281774014,0.434285522,1,0.049650248,0.303916276,0.812599838,1,13.32722664,0.275964975,0.375363678,1,0.001536326,0.250074059,1,0.000333833,0.348870993,0.192126408,0
